iter	MultiClass
177	0.05628083618
178	0.05587379749
179	0.05527991379
180	0.05469293415
181	0.0541696597
182	0.05365590726
183	0.05328969006
184	0.0529364285
185	0.05249283166
186	0.05212310378
187	0.05156134261
188	0.0511933738
189	0.0507031293
190	0.05034592495
191	0.04986169073
192	0.04954595123
193	0.04919328714
194	0.04873702338
195	0.04836834617
196	0.0479449006
197	0.04749261954
198	0.04703761605
199	0.04664073734
200	0.04629020966
201	0.04601517932
202	0.04559631317
203	0.04529623835
204	0.04488350416
205	0.04461579782
206	0.04422947594
207	0.04394312425
208	0.04366530668
209	0.0433393499
210	0.04307017652
211	0.04273328127
212	0.04236218016
213	0.04209268425
214	0.04172749748
215	0.04149715032
216	0.04115196411
217	0.04090669768
218	0.04056436648
219	0.04022233266
220	0.03987512414
221	0.03952687202
222	0.03920695329
223	0.03890970113
224	0.0385935281
225	0.03827771066
226	0.03804309493
227	0.03777665212
228	0.03758163669
229	0.03738957143
230	0.03710505791
231	0.03689742136
232	0.03671559662
233	0.03647765785
234	0.03620170879
235	0.03600527653
236	0.03573477869
237	0.03556386451
238	0.03539132745
239	0.03522724276
240	0.03506145846
241	0.03490079287
242	0.03474212459
243	0.03457951936
244	0.03441025346
245	0.03416148344
246	0.03391741919
247	0.03377350339
248	0.03353713348
249	0.03338070514
250	0.03317089614
251	0.03294434715
252	0.03272023911
253	0.03257060593
254	0.03237436937
255	0.03216138067
256	0.03196662824
257	0.03171944502
258	0.03159701985
259	0.03145769149
260	0.03124063954
261	0.03110775931
262	0.03089982922
263	0.03070039168
264	0.03058817337
265	0.03037758592
266	0.0301756268
267	0.0300379461
268	0.02981802128
269	0.02962776235
270	0.029509254
271	0.02934685414
272	0.02918013016
273	0.0290292181
274	0.02890759499
275	0.02882102411
276	0.02867327486
277	0.02850104488
278	0.02839036714
279	0.02823424809
280	0.02806186221
281	0.02790460255
282	0.02773904752
283	0.02762212968
284	0.02744041356
285	0.02733971164
286	0.02723490313
287	0.02707440392
288	0.02691920923
289	0.02675575652
290	0.02661777014
291	0.02646647183
292	0.02632796332
293	0.02619308063
294	0.02605867645
295	0.02592067982
296	0.02578532626
297	0.02569198173
298	0.02555851432
299	0.02546921399
300	0.02533484917
301	0.02523630215
302	0.02514949123
303	0.02509040135
304	0.02497003324
305	0.02488565759
306	0.02482319681
307	0.02470563377
308	0.02459228496
309	0.02450018156
310	0.02436747194
311	0.02427341871
312	0.02416437785
313	0.02407909534
314	0.02400048576
315	0.02389836823
316	0.02377144587
317	0.02368812356
318	0.02356771927
319	0.02349078448
320	0.02342637402
321	0.02330176026
322	0.02322582122
323	0.02310841186
324	0.02303423525
325	0.02294437283
326	0.02283131192
327	0.0227684743
328	0.02266608223
329	0.0225908587
330	0.02252560379
331	0.02241075079
332	0.02233947697
333	0.02225122796
334	0.02214971941
335	0.02207977253
336	0.02197237033
337	0.02186839469
338	0.02183061453
339	0.02173092208
340	0.02165454663
341	0.02157067129
342	0.02150624431
343	0.02139395388
344	0.02130411998
345	0.02123953046
346	0.02115099235
347	0.02106321268
348	0.02099241613
349	0.02092077311
350	0.02082273226
351	0.02078269437
352	0.02072479332
353	0.02066229797
354	0.02055518405
355	0.02045796235
356	0.02039384613
357	0.02032238787
358	0.02023642903
359	0.02017600276
360	0.02008893555
361	0.01998951885
362	0.01990230818
363	0.01983811075
364	0.01979570125
365	0.01974891833
366	0.01968809728
367	0.01965926103
368	0.01957671311
369	0.01949108322
370	0.01944862578
371	0.01941574315
372	0.01937164428
373	0.01930483919
374	0.01925160703
375	0.0192128857
376	0.01913980882
377	0.01909686524
378	0.01904272904
379	0.01897098604
380	0.01887822175
381	0.01880449099
382	0.0187525346
383	0.01868421151
384	0.01861573404
385	0.0185661039
386	0.01848673051
387	0.01841839411
388	0.01834543312
389	0.01829264744
390	0.01823317901
391	0.0181570782
392	0.01811091587
393	0.01808127108
394	0.01803522323
395	0.01797616647
396	0.0179242313
397	0.01789049051
398	0.01783055296
399	0.017757922
400	0.01771094468
401	0.01764122782
402	0.01759486207
403	0.01755065684
404	0.0175048835
405	0.01745940083
406	0.01739261604
407	0.0173508961
408	0.01730950892
409	0.01727536442
410	0.01720954771
411	0.0171505683
412	0.01710808702
413	0.01704662265
414	0.01700588585
415	0.01694205268
416	0.01689591607
417	0.01683481563
418	0.01678463632
419	0.01674502201
420	0.01669916005
421	0.01663569531
422	0.01657029332
423	0.01651420772
424	0.01646905249
425	0.01642951482
426	0.01636939427
427	0.01631587288
428	0.01628116706
429	0.01622264183
430	0.01618338416
431	0.0161452882
432	0.01610681153
433	0.01604730029
434	0.01601011212
435	0.01598739699
436	0.01593625467
437	0.01590185187
438	0.01584132883
439	0.01578837321
440	0.01573623858
441	0.01570124945
442	0.0156603735
443	0.01562656469
444	0.01559100526
445	0.01553571216
446	0.01548633384
447	0.01543560309
448	0.01537942559
449	0.01534600472
450	0.01529881817
451	0.01527020619
452	0.01523533068
453	0.0152029285
454	0.01516965651
455	0.01514942677
456	0.01511510881
457	0.01507453634
458	0.01502894695
459	0.01499590597
460	0.01495120107
461	0.01490052425
462	0.01487199559
463	0.01482829886
464	0.01477483143
465	0.01472650883
466	0.01469008605
467	0.01465823957
468	0.01462371867
469	0.0145853272
470	0.01455729797
471	0.01452069166
472	0.01447313243
473	0.01442695137
474	0.01438371323
475	0.01434742912
476	0.01432680873
477	0.0142809934
478	0.01425244672
479	0.01422402034
480	0.01419505023
481	0.0141591009
482	0.0141324203
483	0.01410410772
484	0.01408491465
485	0.01403931883
486	0.01400478701
487	0.01396323151
488	0.01392094748
489	0.01388936756
490	0.01386032113
491	0.01383284589
492	0.01380798397
493	0.01377928264
494	0.01376467119
495	0.0137204525
496	0.01369368447
497	0.01364686721
498	0.01360024442
499	0.01356684069
500	0.01353919197
501	0.01351570121
502	0.01348890285
503	0.01346233211
504	0.01342629727
505	0.01340450772
506	0.01336762583
507	0.01334024733
508	0.01331348989
509	0.01327379609
510	0.01324340534
511	0.01321675365
512	0.01317503751
513	0.01315149558
514	0.01311093593
515	0.01307621623
516	0.01304243744
517	0.01300667727
518	0.0129705551
519	0.01293613287
520	0.01289276926
521	0.0128749772
522	0.0128453247
523	0.01280759736
524	0.01278098052
525	0.01274456532
526	0.01271849397
527	0.01269372614
528	0.012657092
529	0.0126364942
530	0.01259793609
531	0.01256630841
532	0.01252776553
533	0.01250479714
534	0.01246664646
535	0.01244652353
536	0.01242314801
537	0.01240110627
538	0.01236800136
539	0.01233220798
540	0.01230956513
541	0.01227887592
542	0.01226021905
543	0.01222619961
544	0.01219147599
545	0.01216046472
546	0.01214014038
547	0.01211935289
548	0.01208596517
549	0.01205677969
550	0.01202388227
551	0.01200207669
552	0.01197366984
553	0.0119537864
554	0.01193610716
555	0.01190722957
556	0.01187437065
557	0.01185445761
558	0.01182807012
559	0.0118115749
560	0.01180015842
561	0.0117731108
562	0.01175667328
563	0.0117442789
564	0.01172706437
565	0.01169958008
566	0.01167603258
567	0.01164545041
568	0.01162628488
569	0.01159689431
570	0.01157192186
571	0.01155165312
572	0.01151757108
573	0.01148818616
574	0.01145793004
575	0.01142888323
576	0.01140710245
577	0.01137647954
578	0.01136274246
579	0.01134227775
580	0.01132328148
581	0.01130401035
582	0.01127234807
583	0.01124318537
584	0.01122372835
585	0.01120468955
586	0.01118107585
587	0.01116025639
588	0.01114502949
589	0.01113084156
590	0.01111056474
591	0.01108150669
592	0.01106120788
593	0.01104128274
594	0.01101148279
595	0.01098140854
596	0.01096686696
597	0.01094991161
598	0.0109334845
599	0.01091605831
600	0.01088953799
601	0.01087175431
602	0.01085628301
603	0.01083958792
604	0.01081429517
605	0.01079049401
606	0.01077170755
607	0.01075836402
608	0.01073850378
609	0.01072248316
610	0.01070497814
611	0.01067424627
612	0.01064518605
613	0.01062656307
614	0.0106092277
615	0.0105823669
616	0.01055751964
617	0.01054736685
618	0.01053136387
619	0.01051450483
620	0.01049658974
621	0.01046827668
622	0.010443454
623	0.01041876946
624	0.01039179977
625	0.01037533123
626	0.01035856277
627	0.01034065673
628	0.01032201324
629	0.01029690655
630	0.01027304353
631	0.01025777275
632	0.01023126272
633	0.01021824415
634	0.01019362349
635	0.01017875249
636	0.01015541583
637	0.01013211167
638	0.01011287852
639	0.01009640468
640	0.01007445832
641	0.01005905045
642	0.01003754708
643	0.01002275543
644	0.01000251465
645	0.009979914283
646	0.009965524243
647	0.009952162253
648	0.009937761353
649	0.009917595343
650	0.009894614425
651	0.009871116874
652	0.009854004724
653	0.009839619917
654	0.009816602926
655	0.009802371633
656	0.009782766277
657	0.009764518453
658	0.009747976976
659	0.009726151831
660	0.009707075373
661	0.009682761321
662	0.009665689246
663	0.009648812508
664	0.009631238028
665	0.009622210357
666	0.009606002588
667	0.009594943889
668	0.00958001403
669	0.00955853578
670	0.009542891433
671	0.009529056224
672	0.009515264301
673	0.009497520201
674	0.009478707259
675	0.009463161069
676	0.00944944241
677	0.009436082069
678	0.009418125132
679	0.009405641116
680	0.009395302559
681	0.009381772384
682	0.009363769014
683	0.009346892033
684	0.009334400063
685	0.009321492874
686	0.009308954155
687	0.009290480648
688	0.009278097862
689	0.009259040562
690	0.00924181561
691	0.009222325866
692	0.009204473456
693	0.009185721968
694	0.009172880638
695	0.009160734798
696	0.00914829539
697	0.009138551724
698	0.009123929954
699	0.009111588551
700	0.009091287552
701	0.009079353974
702	0.009071065567
703	0.009060810947
704	0.009041488798
705	0.009020806424
706	0.009009127833
707	0.008997093272
708	0.008985148906
709	0.008971008856
710	0.008951583656
711	0.008933467112
712	0.008916533145
713	0.00890443782
714	0.008886509396
715	0.008875641487
716	0.008858759941
717	0.00884967054
718	0.008836516357
719	0.008822542668
720	0.008804584793
721	0.008789349742
722	0.008777581738
723	0.008759691193
724	0.008744917963
725	0.008727995873
726	0.0087107631
727	0.008690531457
728	0.008676720246
729	0.008665143172
730	0.008657817585
731	0.008638992148
732	0.008626468819
733	0.008615026929
734	0.008599804753
735	0.008581287241
736	0.008570300972
737	0.008557041241
738	0.008547991769
739	0.008529066678
740	0.008512163384
741	0.008501756998
742	0.008485398403
743	0.008471626085
744	0.008454953983
745	0.008444426706
746	0.008427901793
747	0.008419253821
748	0.008402968244
749	0.008394920951
750	0.008385641115
751	0.008375542264
752	0.008365400521
753	0.008351964977
754	0.008341847
755	0.0083277365
756	0.008312209104
757	0.008303375598
758	0.008290894238
759	0.008280949273
760	0.008271502301
761	0.008262459289
762	0.008247177764
763	0.008235603087
764	0.00822527206
765	0.008211510938
766	0.008195931274
767	0.008186863388
768	0.008173244647
769	0.008159519854
770	0.008145843743
771	0.008132393438
772	0.00812426341
773	0.008112082956
774	0.008100432857
775	0.008084826096
776	0.008069533161
777	0.008060462682
778	0.00805133125
779	0.008041090084
780	0.008031113206
781	0.00802157551
782	0.00801106635
783	0.00800221324
784	0.007990117398
785	0.007973814686
786	0.007959174115
787	0.007952679787
788	0.007945029205
789	0.007934083987
790	0.007919430424
791	0.007905965816
792	0.007894704124
793	0.007879056186
794	0.007870067608
795	0.007862484321
796	0.00785107418
797	0.007837691606
798	0.007824008221
799	0.007808584682
800	0.007800939181
801	0.007787139343
802	0.007775520872
803	0.007766561154
804	0.007761101281
805	0.007750765855
806	0.007739681749
807	0.007725396646
808	0.007716281262
809	0.007702050039
810	0.007692987198
811	0.00768481608
812	0.007671166121
813	0.007659059644
814	0.007652676414
815	0.007642974943
816	0.007634910429
817	0.007627294265
818	0.007618864422
819	0.00760988751
820	0.007598120727
821	0.007583619105
822	0.007574853454
823	0.007565016891
824	0.007556072094
825	0.007546861794
826	0.007536333913
827	0.007522500926
828	0.007515005897
829	0.007506879436
830	0.007494081703
831	0.007486024565
832	0.007477504685
833	0.007465346683
834	0.007453876027
835	0.007447574955
836	0.007435202868
837	0.007421055025
838	0.007413363417
839	0.007407337527
840	0.00739422602
841	0.007385762294
842	0.00737284942
843	0.007364969801
844	0.007356870096
845	0.007344333512
846	0.007331818556
847	0.007319446163
848	0.007311837424
849	0.00730416625
850	0.007293784421
851	0.007281400319
852	0.007271107535
853	0.007259308426
854	0.007248105384
855	0.007239358933
856	0.007230503785
857	0.007221673971
858	0.007211335182
859	0.007203279188
860	0.007198266976
861	0.007191669596
862	0.007184466909
863	0.007172413114
864	0.007164694177
865	0.007156860602
866	0.007150747465
867	0.00714333292
868	0.007135955315
869	0.007128647826
870	0.007120773337
871	0.007111879252
872	0.007104289673
873	0.007097663758
874	0.007093998747
875	0.00708568003
876	0.007078383263
877	0.007066586114
878	0.007059651302
879	0.00705090029
880	0.007043774108
881	0.007032485249
882	0.007021197806
883	0.007014102802
884	0.007001713877
885	0.006994396997
886	0.006985470781
887	0.006974565132
888	0.006962688776
889	0.006950913881
890	0.006940939604
891	0.006932433571
892	0.006923105728
893	0.006911909596
894	0.006904812278
895	0.006895644791
896	0.006888365355
897	0.00688178008
898	0.006870871209
899	0.006864023321
900	0.006853125739
901	0.006843390958
902	0.00683544133
903	0.006829307841
904	0.00681881263
905	0.006812597814
906	0.006804408329
907	0.006791823793
908	0.006785212902
909	0.006778171568
910	0.006767546532
911	0.006761455208
912	0.006752009156
913	0.00674214136
914	0.006736665423
915	0.006730305849
916	0.006720112627
917	0.006716357246
918	0.006709863473
919	0.006702978119
920	0.006694774203
921	0.006689704184
922	0.006679232967
923	0.006668870483
924	0.006662556309
925	0.006651472162
926	0.006645271181
927	0.006638632554
928	0.006632315837
929	0.00662583691
930	0.006615795067
931	0.006609987978
932	0.00660352249
933	0.006596216029
934	0.006588270489
935	0.006581971459
936	0.006572258766
937	0.006565535064
938	0.006558230293
939	0.006550238059
940	0.006540191534
941	0.006529164062
942	0.006520061583
943	0.006513967453
944	0.006503977434
945	0.006493841146
946	0.006486883556
947	0.00648010409
948	0.006470568649
949	0.006463186647
950	0.006453292671
951	0.006443652551
952	0.006436874779
953	0.006426946799
954	0.006421538085
955	0.006412494772
956	0.006406996866
957	0.006396299978
958	0.006390049739
959	0.006383799238
960	0.006377932702
961	0.006372125631
962	0.006368392809
963	0.006360079881
964	0.00635380254
965	0.00634781753
966	0.006342831847
967	0.006333193067
968	0.006323939635
969	0.006317772419
970	0.006310164544
971	0.006303599985
972	0.006294947304
973	0.00628909689
974	0.006281941896
975	0.006273763562
976	0.006268870494
977	0.006260817524
978	0.006251772043
979	0.006246641284
980	0.006236458748
981	0.0062296072
982	0.006223246863
983	0.006215756747
984	0.006207048942
985	0.00620114733
986	0.006193589593
987	0.0061848313
988	0.006178217616
989	0.006170414593
990	0.006161629695
991	0.006156587972
992	0.00614793276
993	0.006142328908
994	0.006135717297
995	0.006131306239
996	0.006123510127
997	0.006113951687
998	0.00610529699
999	0.006101393192
